Returned byte 0x48
Returned byte 0x34
Returned byte 0x33
-0.518978 -0.202190 0.175182
-0.524088 -0.191971 0.178102
-0.531387 -0.178832 0.183942
-0.537226 -0.164234 0.188321
-0.541606 -0.150365 0.193431
-0.546715 -0.135766 0.196350
-0.552555 -0.118248 0.202920
-0.559124 -0.101460 0.206569
-0.563504 -0.083942 0.210219
-0.570073 -0.064964 0.214599
-0.575912 -0.043796 0.215328
-0.579562 -0.022628 0.215328
-0.585401 -0.002920 0.215328
-0.591241 0.018978 0.216788
-0.593431 0.039416 0.217518
-0.591971 0.062044 0.217518
-0.593431 0.086861 0.222628
-0.589781 0.108029 0.225547
-0.583212 0.131387 0.234307
-0.573723 0.162044 0.243066
-0.564964 0.188321 0.248905
-0.552555 0.219708 0.252555
-0.538686 0.246715 0.257664
-0.520438 0.271533 0.266423
-0.508029 0.300000 0.264234
-0.495620 0.320438 0.264234
-0.485401 0.348175 0.254745
-0.468613 0.375182 0.248175
-0.450365 0.410949 0.233577
-0.418248 0.445255 0.221898
-0.379562 0.479562 0.215328
-0.329197 0.505109 0.210949
-0.279562 0.528467 0.209489
-0.240146 0.536496 0.204380
-0.216788 0.546715 0.200000
-0.208759 0.548905 0.194161
-0.208759 0.551825 0.192701
-0.202920 0.556934 0.186131
-0.194161 0.559854 0.182482
-0.184672 0.559854 0.181022
-0.169343 0.557664 0.181752
-0.160584 0.558394 0.188321
-0.152555 0.552555 0.194161
-0.148175 0.545985 0.200730
-0.142336 0.542336 0.210949
-0.138686 0.536496 0.223358
-0.125547 0.523358 0.234307
-0.113139 0.516788 0.242336
-0.091241 0.513869 0.245255
-0.068613 0.509489 0.248175
-0.048175 0.505839 0.245255
-0.027737 0.505839 0.243796
-0.008029 0.506569 0.237956
0.006569 0.499270 0.236496
0.024818 0.505109 0.230657
0.037956 0.493431 0.232117
0.054745 0.481022 0.235036
0.086861 0.456934 0.250365
0.123358 0.431387 0.251095
0.167883 0.405109 0.251095
0.188321 0.379562 0.254015
0.203650 0.354015 0.257664
0.206569 0.321898 0.281752
0.202920 0.289051 0.304380
0.215328 0.279562 0.300000
